review,sentiment,tokenized_review,lemmatized_review,review_vector,predicted_sentiment,reason
ordered old classics new dishes going times sorely disappointed everything,negative,"['ordered', 'old', 'classics', 'new', 'dishes', 'going', 'times', 'sorely', 'disappointed', 'everything']",ordered old classic new dish going time sorely disappointed everything,"[-2.9527468e-03 -1.7000183e-03 -1.0254323e-04 -1.1669453e-03
  2.0143020e-03 -1.7186047e-03  2.1165733e-03  2.8517111e-03
 -1.4962277e-03 -2.9286905e-03 -2.7415364e-03 -2.4029885e-03
 -3.3740830e-04  8.5814128e-04  2.5155931e-03 -2.6989975e-03
 -1.0967822e-03  6.1379775e-05  6.0451264e-04 -2.4537512e-03
 -1.9148688e-04  2.7946217e-03 -8.1145373e-04 -4.0262770e-03
  7.5650867e-04 -8.4055681e-04  1.5899772e-04  1.5112661e-03
 -4.3422371e-04 -1.8176868e-03  2.8447385e-03  1.7055355e-03
  2.0597673e-03  1.5837563e-03  2.7342238e-03 -4.6257133e-04
 -1.8846501e-03  1.9812190e-03  1.8588023e-03  1.2730140e-03
  4.4195289e-03 -1.0280164e-03 -6.2693452e-04 -2.2538849e-03
  5.8807916e-04 -2.2577532e-03 -4.0878990e-04  1.2450444e-03
 -1.9492665e-03  7.0966838e-04 -2.8620362e-03 -1.1520701e-03
 -3.6935904e-04  4.2703794e-03 -2.2102995e-03  3.3166048e-03
  9.4461674e-04  1.1242839e-03 -1.7927526e-04  5.2480586e-04
  2.0506014e-03  5.8679965e-05 -1.9807913e-03 -1.3375728e-04
 -5.6157872e-04 -3.0211611e-03 -9.2617684e-04 -3.5766698e-05
 -3.0792246e-03  3.1463865e-03 -1.1598623e-03  1.6455911e-03
  1.2353205e-03  5.9460721e-04  6.8409380e-04 -7.7036308e-04
 -1.3673439e-03  8.8780001e-04 -5.6124461e-04  1.0015335e-03
 -9.6005166e-04  1.9971002e-03 -3.2673473e-04  4.4339336e-03
 -3.9367755e-03  1.0836014e-03  2.3712665e-04  3.4377177e-03
  8.4208278e-04 -1.5406552e-04  1.5837479e-03  1.4691630e-03
 -3.0192579e-04  5.5741635e-03 -3.5597655e-04  3.5120014e-03
  4.8429804e-04 -1.4753072e-03 -6.2597822e-04 -2.3973496e-03]",positive,Negative sentiment possibly diluted by surrounding words.
not good money,negative,"['not', 'good', 'money']",not good money,"[-5.6287199e-03  3.4043186e-03 -8.4938918e-04  4.0233326e-03
 -5.0379122e-03 -9.8188417e-03  2.4198594e-03  9.6124150e-03
  1.5083906e-03 -2.2860821e-03  7.8878524e-03 -1.9009506e-03
  2.3684551e-03 -1.3299198e-03  2.2644186e-03 -4.5078672e-03
  5.2112299e-03 -7.3171034e-03 -3.9616656e-03 -4.9342359e-03
  1.6332237e-03 -1.7408673e-03  3.9191903e-03  2.3535541e-03
 -3.4919374e-03  1.0442963e-03 -3.4998010e-03  7.2495238e-04
 -8.3624711e-04  1.6046409e-04  3.5339268e-03  1.9403445e-03
 -1.8846990e-03 -6.0825073e-03 -1.0031717e-03  7.5386311e-03
  5.2500479e-03 -4.9460116e-03 -4.4042566e-03 -1.3942617e-03
 -4.2783446e-03 -1.2034699e-03 -5.4937559e-03 -4.5098006e-03
  3.6810192e-03 -3.6896653e-03 -2.5733118e-03  4.3437481e-03
  3.6546427e-03  5.3001419e-03 -5.5051438e-05  2.8508997e-03
 -2.4743641e-03 -4.8898552e-03 -2.1987697e-03  5.0032121e-04
  6.0924501e-03  1.5352912e-03  1.3863159e-03  3.7238281e-03
 -2.0316418e-03  5.3160028e-03 -3.1143264e-04 -1.7405632e-03
 -5.0696912e-03 -2.1108754e-03  1.6058708e-03  6.8469960e-03
 -3.8703585e-03  1.5297370e-03  4.3145963e-03  5.9383345e-04
  1.6334568e-03  6.8005751e-04  1.8448330e-03  2.0872587e-03
  2.4175466e-05 -1.5306479e-03 -5.0716414e-03 -3.0002343e-03
 -3.5828602e-05  4.5626555e-03 -2.0957009e-03  7.3344619e-03
 -2.6753452e-03  2.6686601e-03  8.2793497e-03  1.3674001e-03
  1.4630347e-03 -3.4799194e-03  1.2337303e-03  2.6079491e-03
 -8.0519938e-04 -5.8560335e-04  1.0766414e-02  6.3044615e-03
 -2.7165043e-03 -1.0902234e-02 -1.0843570e-03 -9.3435164e-04]",positive,Short negative review misclassified.
waiter jerk,negative,"['waiter', 'jerk']",waiter jerk,"[ 4.0263762e-03  1.3313284e-03 -2.4993848e-03  6.6531141e-04
 -2.3960464e-03 -3.3391132e-03  3.7398513e-03  2.1814927e-03
  3.7087032e-03  3.9514196e-03 -5.2022468e-04 -3.7051449e-03
 -8.4735136e-03  1.3757108e-03 -4.5022559e-03 -1.2687547e-04
 -1.2219348e-03  1.3080878e-03  9.2729498e-03 -6.2747225e-03
 -4.6288604e-03  6.0431510e-03  2.1854667e-03 -6.1025337e-04
  1.2976535e-03  5.8797025e-04  2.7598743e-03 -1.8106621e-03
 -6.5887379e-03 -3.3249176e-04  1.2423145e-05  1.3350833e-03
 -1.2370799e-03  5.7420223e-03  3.3612128e-03 -1.9164791e-03
 -7.6339380e-03 -1.1273273e-03  1.4846805e-03 -4.9145985e-04
 -1.0112715e-03 -2.2030063e-03  4.8444569e-03  3.8781390e-03
  1.9702858e-03  3.0337449e-03 -5.9907418e-03 -6.1735157e-03
  6.2355888e-04  3.9534508e-03 -2.0116940e-03 -2.7862098e-03
 -2.7831078e-03 -4.1693076e-04 -3.0824218e-03  4.4129919e-03
 -4.2695547e-03 -3.6829044e-03  6.3849660e-03 -6.6750804e-03
 -3.2043529e-03  7.5273048e-03 -5.3460908e-04 -8.6070541e-03
  1.8460813e-03 -6.3363612e-03 -1.4662642e-03 -1.9722308e-03
 -1.2483425e-03  8.8529512e-03 -1.5081606e-04 -7.3935697e-04
 -5.7667778e-03  3.0393968e-03 -5.4486543e-03  3.2612754e-03
  2.0130510e-03 -4.1893041e-03 -7.5540273e-03 -2.3803974e-03
  1.9949749e-03 -2.0949740e-03 -7.2728971e-04  2.2105805e-03
  7.9638939e-03  1.4889656e-03 -1.8187856e-03  7.2009116e-03
  1.9272247e-03  3.3253885e-04  1.6246602e-03 -8.9276512e-04
 -7.2757965e-03  4.0110410e-04  2.0682551e-03 -7.0570419e-03
 -3.8046194e-03 -5.3843586e-03 -6.2039364e-03  1.9335188e-03]",positive,Short negative review misclassified.
hilarious yummy christmas eve dinner remember biggest fail entire trip us,negative,"['hilarious', 'yummy', 'christmas', 'eve', 'dinner', 'remember', 'biggest', 'fail', 'entire', 'trip', 'us']",hilarious yummy christmas eve dinner remember biggest fail entire trip u,"[-1.3029101e-04  1.7204032e-03  4.9805065e-04 -2.8560236e-03
  1.2724503e-03 -2.5213417e-04 -2.9020363e-03 -1.2871933e-03
  3.3803121e-04  1.3113598e-03 -6.4568638e-05  4.3274698e-04
 -1.8559910e-03 -7.9743972e-04 -5.1466882e-04 -6.1360211e-04
  1.1241576e-04  1.0741133e-03 -3.2219589e-03 -4.7385390e-03
 -1.1002964e-03  9.6579420e-04 -1.4313358e-03 -1.3460262e-03
 -5.9776794e-04  4.1574477e-03 -9.6311234e-04 -1.4878403e-04
 -1.3472073e-03  1.7198536e-03  1.2081941e-03 -1.7885580e-03
 -3.0552081e-03 -1.2899152e-03 -1.3694754e-03  4.1983579e-03
 -1.6143796e-03 -1.0955221e-03  6.1884202e-04 -4.2242170e-03
 -9.3020056e-04 -1.7485835e-03  9.8797446e-04 -5.0968784e-03
  3.0402720e-03 -1.7508093e-03 -2.5417919e-03 -2.0262992e-03
  3.1341688e-04  1.8512540e-03 -6.5332168e-04 -9.4436132e-04
  1.0359478e-03  2.4398637e-03 -1.6108409e-03  6.5462716e-04
 -5.5589963e-04 -1.6209643e-03 -2.5882637e-03  1.8235818e-03
  2.2096825e-03 -3.2456079e-03  1.5155887e-04  7.1044912e-04
  5.5604661e-04 -2.7073792e-04  3.8275390e-03  2.1860681e-03
  1.0407992e-03  1.0014786e-03 -1.6111236e-03 -3.1603983e-04
 -2.3489224e-03 -2.1292197e-03  8.4831212e-05  3.5308816e-03
  2.3192733e-03  8.8394365e-05  1.1924412e-03 -3.7435399e-04
  2.0476275e-03  1.9937166e-04 -1.7097405e-03 -8.0404378e-04
  1.9101752e-04 -1.2488445e-03  2.6169701e-03 -1.8815747e-04
 -8.2566854e-05  1.6998365e-03  2.2775828e-04  3.6708472e-05
  1.6630363e-03 -8.9103484e-04  1.8380211e-03  2.9195202e-04
 -1.6279349e-05 -1.6203462e-03 -4.0530311e-05  1.3288708e-03]",positive,Failed to capture intensity of negative sentiment.
chicken got definitely reheated ok wedges cold soggy,negative,"['chicken', 'got', 'definitely', 'reheated', 'ok', 'wedges', 'cold', 'soggy']",chicken got definitely reheated ok wedge cold soggy,"[-2.5052316e-03  2.1999183e-03 -5.4881850e-04 -1.0925566e-03
 -1.1096213e-03 -4.8519124e-04 -1.0648146e-03  3.0280408e-03
  3.3370685e-05  9.1000437e-04  3.8044727e-03 -4.3249996e-03
 -2.0466624e-03  9.5520890e-04 -2.1619876e-03 -1.9262689e-03
 -2.8603722e-04  8.7490585e-04 -7.5651484e-04  2.7591295e-03
  2.1982940e-03 -1.0790895e-03  3.5532461e-03 -1.2815121e-03
 -4.3196045e-04  8.5238257e-04 -7.7485404e-04 -3.5079648e-03
 -6.6929695e-04 -3.2611075e-03  5.3763809e-03  1.2482832e-03
  2.7577919e-03  2.1380854e-03  2.2281860e-03  2.6306306e-04
 -2.0659061e-03 -6.4057286e-04 -2.3899749e-03 -2.1660079e-03
  1.1201552e-03  2.1515565e-04  1.7014910e-03 -1.7936367e-03
 -5.6883617e-04  2.7641074e-03 -1.2267998e-03 -6.1622693e-04
  1.8541554e-03 -2.9937029e-03  1.3364556e-03  3.6504250e-03
  1.1377973e-03  3.4510209e-03 -2.7997219e-03 -1.0978364e-03
  1.3909759e-03  4.1511608e-05 -3.1689642e-04 -2.6944410e-03
 -6.0708047e-04  7.7137374e-06 -7.9650478e-04  1.3036819e-03
  5.3492864e-04  1.5993053e-03  1.5741207e-03  2.8852781e-03
 -5.5312039e-03  4.7655110e-03  7.7866355e-04  2.4574115e-03
 -2.4112277e-03  3.1671957e-03  2.3708395e-03  3.4915344e-03
 -9.1624144e-04 -1.8707170e-03 -3.4194365e-03 -2.0979622e-03
 -2.1914383e-03 -1.6867300e-04 -2.4487684e-03  2.0115117e-03
  2.7417357e-04  7.2297023e-04  3.8577535e-04  9.5590344e-04
 -3.0279672e-04  2.7563034e-03  3.3455016e-04  4.2476284e-04
 -3.3928510e-03 -1.3543449e-03 -5.7279546e-04 -5.4012286e-04
  3.8963475e-04 -1.5188176e-03 -1.5135459e-03  2.3455594e-03]",positive,Failed to capture intensity of negative sentiment.
last 3 times lunch bad,negative,"['last', '3', 'times', 'lunch', 'bad']",last 3 time lunch bad,"[ 2.6525739e-03  6.9647967e-03 -6.7707533e-03 -3.8322236e-03
 -5.7803671e-04 -4.8823730e-04  2.1802387e-03  9.7848126e-04
  2.0443343e-03 -6.2989347e-05  5.5786739e-03 -5.1880843e-04
  1.9076020e-04 -7.6403236e-04 -2.5365811e-03 -1.1148442e-03
 -2.8923797e-04  2.2227503e-05  3.5074367e-03 -8.2859471e-03
 -5.8743917e-05 -5.6465417e-03  1.4990254e-03 -5.7713827e-05
 -1.6340588e-03  1.9476691e-03  2.2323949e-03 -3.8223625e-03
 -3.2881065e-03 -9.8749832e-04 -8.7877514e-04 -9.4911724e-04
  2.0219446e-03 -3.7685533e-03 -2.8426503e-03  6.0668436e-04
  7.3306990e-04  3.4800183e-03 -5.6387671e-05  3.2488708e-03
 -1.1533666e-03 -1.1834273e-03  1.6084131e-03 -4.5920019e-03
  1.0917296e-03  2.8398709e-04  1.1707909e-03 -4.9641160e-03
  6.1745089e-03  3.3089672e-03  6.4990006e-04 -2.9211664e-03
 -6.6835396e-03  1.3317254e-03  1.8059633e-03 -8.8689721e-04
  1.9916531e-03 -8.2152852e-05  1.6209602e-03 -5.5615716e-03
  5.0070498e-04  1.7949173e-03 -1.2408217e-03  1.1767994e-03
  3.5301023e-03 -4.2370637e-04  2.2104313e-03 -2.7617542e-03
 -1.6994339e-03  2.6089638e-03  2.0538922e-03  2.0389142e-03
  1.2881506e-03  1.1411675e-03 -8.3611009e-04 -2.3183142e-04
  7.8001106e-04  8.6950744e-04  3.0423366e-04  3.6225382e-03
 -2.2227555e-03 -1.8267460e-03 -3.1067401e-03  4.9376916e-03
  4.6823215e-04 -1.2987298e-03 -1.8054139e-03  4.3267509e-04
  4.5955121e-03  4.2813440e-04 -3.7647479e-03 -1.0966975e-05
 -1.9030704e-03  4.2241416e-03  1.4531636e-03  8.5471116e-04
  2.1716743e-03  1.9654962e-03 -6.1009815e-03 -8.5351308e-04]",positive,Failed to capture intensity of negative sentiment.
slow seating even reservation,negative,"['slow', 'seating', 'even', 'reservation']",slow seating even reservation,"[-4.4611860e-03 -5.6790013e-05  9.0550457e-04  1.8096701e-03
 -3.6205840e-03 -3.6269482e-03  3.4173019e-03  3.1839344e-03
  1.9004007e-03  2.5224704e-03 -3.3107324e-04 -1.3920476e-03
 -5.7342515e-04 -3.8110500e-03 -3.1483937e-03 -8.1553124e-03
  2.5045327e-03 -8.4173959e-04  4.7467370e-03 -8.7488675e-03
  4.6561486e-03  1.4823566e-03 -5.7080607e-03  3.5108463e-03
 -1.2109347e-04  5.1188571e-03 -2.0327664e-04 -3.4237097e-03
 -1.2291874e-03 -3.1509756e-03 -2.5139207e-03  4.5248482e-05
 -1.5499240e-03  1.6048605e-03  1.8150581e-03 -1.0285273e-03
  1.9382254e-03  2.8275610e-03 -4.1707568e-03  4.0710429e-03
 -3.4043936e-03  1.0583214e-03  2.0215095e-03  1.3930612e-03
  5.6787324e-04 -3.6354957e-03  2.2048862e-03 -9.1665983e-04
  4.1898264e-04  7.7151507e-03 -1.2720914e-03  1.3187384e-03
 -1.1495135e-03  6.0797413e-04 -6.5684207e-03  5.1532248e-03
  3.3313562e-03  7.0506532e-05 -5.2292678e-03  4.6555153e-03
  2.2841981e-03  6.3844724e-05 -1.7485772e-03 -2.5319464e-03
 -4.4047674e-03  1.0792601e-03 -5.4175602e-03  5.2186032e-03
 -8.3100551e-04  8.4974710e-04 -2.2175707e-04 -2.0026257e-04
  4.3625231e-03  2.2013867e-03  1.0571964e-03  2.3577665e-04
 -2.6441987e-03  5.7857577e-04 -9.3534472e-04  1.6581136e-03
  1.1102266e-03 -1.5580491e-04 -4.5584301e-03  1.0810574e-03
  9.9494471e-04  1.5915576e-03 -2.8314332e-03 -9.5628016e-04
 -1.9504898e-04 -4.2626983e-05 -5.7018915e-04  4.5382334e-03
 -1.2136723e-03  4.8183063e-03  4.7979024e-03  3.6837077e-03
  1.6083517e-03 -2.1125216e-04 -5.4365741e-03 -1.8362078e-03]",positive,Short negative review misclassified.
equally awful,negative,"['equally', 'awful']",equally awful,"[ 6.4925966e-04 -2.8510923e-03  6.3791340e-03 -1.3651060e-03
 -3.3124252e-03  6.8922853e-03  6.5485411e-04  2.1002642e-03
  4.4155051e-03  6.1733220e-03  1.7450422e-03 -4.2450973e-03
 -5.3371368e-03 -8.1014354e-05  4.2503336e-03 -4.2764889e-03
  5.7406100e-03 -7.5605698e-05  1.2513741e-03 -4.0151440e-03
 -2.7816382e-03  1.7915120e-03  3.5497947e-03  5.9302864e-03
  6.3539441e-03 -3.7542304e-03  6.9365795e-03 -4.2322981e-03
  3.7097905e-03  8.3583477e-04  1.5155629e-03  2.0549446e-03
  3.0615232e-03  5.4121185e-03 -4.2467387e-03  2.8558555e-03
 -1.5112460e-03 -1.1834132e-03 -1.5747063e-03 -2.4076358e-03
  5.0985822e-03 -4.3086237e-03  7.0882277e-03  3.4956881e-03
 -1.3510219e-03  5.2039986e-03  2.5358633e-03 -6.5553943e-03
  1.5747803e-04  2.8739620e-03  8.9043360e-03  3.3311839e-03
 -2.9525326e-03  1.3891789e-03  1.6008196e-03 -3.4070706e-03
  1.4972524e-03 -4.1748174e-03 -3.4710332e-03  2.5261920e-03
  2.7332880e-04  2.0477048e-03  8.4892260e-03 -3.6434140e-03
  8.4131025e-06  3.7958971e-03 -2.4300441e-03 -1.7494080e-03
 -8.4644854e-03 -1.5319772e-03 -2.6508044e-03  6.2250737e-03
  1.0687585e-03 -1.2686644e-03  1.2016795e-03 -1.8279171e-03
  5.5839866e-03 -1.8546316e-03  5.8404757e-03 -7.2062027e-04
 -4.7196746e-03 -8.6379983e-04  5.7537826e-03  5.3582946e-04
 -1.9248619e-03  7.4300859e-03  2.3312364e-03 -4.5287260e-03
  1.0530585e-03  1.4407360e-03  3.6018861e-03  5.0129672e-03
  1.3499530e-03 -2.8325585e-03  7.1369903e-04  5.6608049e-03
 -6.9812313e-04  4.4327592e-03 -6.2993933e-03 -3.9753667e-03]",positive,Negative sentiment possibly diluted by surrounding words.
first bathrooms location dirty seat covers not replenished plain yucky,negative,"['first', 'bathrooms', 'location', 'dirty', 'seat', 'covers', 'not', 'replenished', 'plain', 'yucky']",first bathroom location dirty seat cover not replenished plain yucky,"[ 5.4310356e-05 -2.1902518e-03  2.0536887e-03 -3.1411599e-03
  5.1953935e-04 -3.8074282e-05 -8.0994872e-04 -2.4495428e-04
  2.8449084e-04 -1.5076151e-03 -1.4458208e-03 -2.1848767e-03
 -2.2035043e-03  1.5348190e-03 -2.5726710e-03  1.2479231e-03
  1.1431688e-03  1.0218006e-03  1.2013121e-03 -2.0526755e-03
  1.9168623e-03  3.1641833e-04  1.1547080e-03  5.2282045e-04
  4.9756537e-04 -1.2424610e-03 -2.3362343e-03  8.9063216e-04
 -9.4973238e-04 -1.1769932e-03 -4.5106644e-04  6.2040956e-04
  1.0065133e-03  2.3491867e-03  7.3078473e-04  5.2441133e-04
 -2.4484633e-03 -5.2885078e-03 -1.4481775e-03 -2.8681916e-03
  1.6491187e-03  1.8788107e-03 -3.7163445e-03 -7.1376564e-07
  8.8939036e-04 -3.7264086e-03 -3.4833059e-03  1.3855111e-03
  2.7358879e-03 -3.6588110e-04 -2.8248382e-04 -2.1044011e-03
 -4.8610531e-03  8.4839390e-05 -5.7710404e-05  1.9973812e-03
  1.5201595e-03 -3.7948850e-03  2.7817310e-04  4.8109764e-04
 -2.4077888e-03  1.5256107e-03  1.7222008e-03 -2.7311477e-03
 -1.8247215e-03 -8.4358192e-04 -1.2388857e-03  2.8387057e-03
 -9.4949486e-05 -2.4129343e-04  1.3230813e-03 -2.8947406e-04
 -1.5043467e-05 -5.5041164e-04 -6.5316312e-04 -5.8807316e-04
  2.9651492e-03 -3.0294765e-04  1.7407855e-03 -7.2197698e-04
 -1.9244220e-03  5.3233718e-03  2.1382018e-03  1.3248728e-03
 -1.6362764e-03  7.9383876e-04  7.9803215e-04 -1.6074174e-03
  2.7409436e-03  1.7405003e-03  3.0372320e-03  1.5633020e-03
  2.3647295e-03  4.1018296e-03  3.1259519e-03 -1.1329820e-03
 -1.2053034e-03 -2.9251347e-03  6.2795437e-04  2.8821782e-03]",positive,Failed to capture intensity of negative sentiment.
one note ventilation could use upgrading,negative,"['one', 'note', 'ventilation', 'could', 'use', 'upgrading']",one note ventilation could use upgrading,"[-1.01740018e-03 -2.62847566e-03  4.98262746e-03  3.88425076e-04
 -1.69920025e-03 -4.80321143e-03 -2.70523620e-03 -9.06669826e-04
  1.22891460e-03 -4.59084898e-04 -1.20839581e-03 -5.42623876e-03
 -5.96358041e-05  6.39539352e-03 -5.69130294e-04 -4.99673595e-04
 -5.88351104e-04 -3.15058604e-03 -1.49216538e-03 -1.97882042e-03
  2.32451037e-03 -1.18226453e-03  1.20563351e-03 -5.65808034e-04
  4.28909436e-03  2.79848347e-03  1.13592343e-03 -2.50297436e-03
 -2.10084487e-04  2.75313301e-04  4.05181525e-03  1.88974186e-03
 -2.06533307e-03  1.06643350e-03 -8.24040399e-05 -5.84508118e-04
 -1.25876756e-03 -3.07610724e-03  2.24348716e-03 -4.58446331e-03
 -6.92012545e-04 -6.45903312e-03  1.79770926e-03  4.60454309e-03
  2.28189421e-03  1.41211832e-03 -2.99584237e-03  1.70324650e-03
  1.90133101e-03  1.17811223e-03  2.20549689e-03  4.25248261e-04
  2.35677673e-03  2.42712861e-03 -3.15498910e-03  4.23660548e-03
 -1.08726323e-03  2.23590992e-03 -2.89196894e-03  2.64370744e-03
  1.08410686e-03  1.14431523e-03 -3.06174415e-03  3.25373677e-03
  3.40464496e-04 -4.77706169e-04 -1.68847200e-03 -5.72985096e-04
 -5.65464608e-04  4.48235543e-03  2.41302769e-03  3.42718768e-03
 -9.39356687e-04 -1.49487995e-03  1.95728405e-03 -2.75171478e-03
  1.25791784e-03 -1.94675906e-03  7.64070370e-04 -1.41948229e-03
  2.20659515e-03 -3.69213452e-03 -7.03088241e-03 -2.12707650e-03
 -3.64777719e-04  2.99901911e-03 -2.67468137e-03 -3.18654440e-03
  2.60625710e-03  5.63705340e-04  2.99211661e-03  1.03098794e-03
  2.91408668e-03  2.53189355e-04  7.06866616e-04  1.10389199e-03
 -2.92680546e-04 -1.01063204e-04  1.78749513e-04 -1.92413211e-03]",positive,Failed to capture intensity of negative sentiment.
poor service,negative,"['poor', 'service']",poor service,"[-0.00924046 -0.00324261 -0.00500261 -0.00033141  0.00240463  0.00226475
  0.00347694  0.00780953 -0.00605048  0.00016726 -0.000624   -0.00394617
 -0.00279963  0.00197155 -0.00425037 -0.00310653  0.00088377  0.00245258
  0.00577306 -0.00881541  0.0048004  -0.00620631  0.00914258  0.00769159
 -0.00634275  0.00376657  0.0008343   0.00433323 -0.00175038  0.00345865
  0.00573467  0.00032399  0.00173259 -0.00147019  0.00301019 -0.00590496
 -0.00268416 -0.00267125 -0.00485869 -0.00625897 -0.0002998  -0.00777266
 -0.00807632  0.00798357  0.00708966 -0.00065216  0.00423508  0.00178567
  0.00385227 -0.00199819  0.00206693  0.00373383  0.0013292  -0.00046305
 -0.00332484  0.00156564 -0.00912114 -0.00068122 -0.00477892 -0.00563438
 -0.00148534 -0.00078443  0.00389779  0.00289928 -0.00250738  0.00319425
  0.00587333  0.00925831 -0.00196957  0.00814816  0.00028426  0.00651454
 -0.00385334  0.00313404  0.00417417  0.00420559 -0.00354365  0.00222097
  0.00545921 -0.00113949 -0.00501936 -0.00807061  0.00121349  0.00060125
 -0.00146918 -0.00700691  0.00232486 -0.00157664 -0.00389321 -0.00413367
  0.00502326 -0.00228231  0.0036333   0.00191548  0.00531362 -0.00168017
  0.00861117 -0.0025134   0.00401058  0.00601553]",positive,Short negative review misclassified.
mean really get famous fish chips terrible,negative,"['mean', 'really', 'get', 'famous', 'fish', 'chips', 'terrible']",mean really get famous fish chip terrible,"[ 9.4766071e-04 -7.1564788e-04  1.3755242e-03 -1.8821420e-03
 -3.9550588e-03 -3.0243655e-03  2.2637525e-03  3.0979174e-03
 -2.8277524e-03 -3.5442670e-03 -1.5095881e-03 -2.5552751e-03
 -3.1108907e-03  7.2694325e-04  1.0426448e-03  5.6702597e-03
 -1.0114369e-03 -4.3996419e-03 -4.8965128e-04 -7.8077335e-04
 -3.7180260e-03 -8.4610190e-05  3.3205901e-03 -4.2370739e-03
  2.5556050e-03  4.8641770e-04 -3.3397682e-03 -2.4841514e-03
  1.6315952e-03  1.7947595e-03  4.3524364e-03  2.2294794e-03
 -1.9179456e-03 -3.1349927e-03  3.6220957e-04  5.0818166e-03
 -1.2035755e-03  1.6085008e-04 -4.1999267e-03 -2.0951435e-03
  5.1203318e-04 -3.7355829e-04 -1.0406629e-03  3.8611719e-03
  3.5794903e-04 -3.6067446e-03 -1.1409154e-04 -2.8043552e-03
 -6.1047776e-04 -4.2326676e-04 -2.3933507e-04  1.5020032e-03
 -1.4389436e-03 -1.2979746e-03  7.2373758e-04 -2.3667261e-04
  2.9699327e-04  2.3769415e-03  2.4443946e-03 -3.2429211e-04
 -7.8755606e-04  5.4665195e-04 -1.5544532e-03 -8.6072402e-04
 -1.8174397e-03  4.3384051e-03 -3.2839389e-03 -1.9132181e-03
 -2.1436133e-03  2.9955911e-03  2.0816841e-03  3.7476167e-03
 -1.1010108e-03  1.3229890e-03  4.6032742e-03  2.8676817e-03
 -1.0119741e-03 -4.5541651e-03  2.0582206e-03  2.5369951e-03
  2.5777097e-03 -8.3704799e-04  3.5489914e-03 -3.3508107e-04
 -3.0038904e-03  1.6111733e-03  1.3262238e-03  9.1462472e-04
  3.8194505e-03  2.7339195e-03  3.9823293e-03  2.3061650e-04
  4.4610392e-04  6.9594540e-04 -2.7575758e-03  4.8345951e-03
 -1.6533631e-03 -6.7851059e-03  3.9997390e-03 -2.8434570e-03]",positive,Failed to capture intensity of negative sentiment.
not disappointed,positive,"['not', 'disappointed']",not disappointed,"[-4.63175494e-03 -2.71132472e-03  1.39148929e-03  3.29992967e-03
 -3.35025601e-04 -7.96063989e-03  1.79623254e-03  8.82233866e-03
 -1.00864777e-02 -2.98252259e-03  1.31667987e-03 -6.27224846e-03
 -5.92730474e-04  8.13445263e-03  3.46792862e-04 -7.07973167e-03
  5.98771637e-03 -8.29048362e-03 -7.62130041e-03 -1.46638267e-02
  4.82237060e-03  3.11654806e-03  3.48566170e-03 -1.92367588e-03
  7.23698782e-03  9.27717192e-04 -4.01259074e-03  6.42343704e-03
 -4.85794758e-03 -2.40574661e-03 -3.50471586e-03  3.88614810e-03
  1.00137852e-03 -6.63776463e-03  1.85975339e-03  1.84597936e-03
  3.35790263e-03 -8.75606574e-03  1.33310887e-03 -4.88598458e-03
 -8.33812729e-03 -1.64544233e-03 -2.19817413e-03 -6.62317732e-04
  1.95660139e-03 -1.79825677e-03 -1.18041765e-02  9.31826700e-03
  3.03865597e-03  3.83603829e-03 -1.03248574e-03  5.55638049e-04
 -6.53756130e-03  3.09771602e-03  6.04020897e-04 -3.14414757e-03
  7.22438656e-03 -2.36402266e-04 -2.22510658e-04  7.26622110e-03
 -3.56011151e-05 -2.42782338e-03 -4.28395811e-04  1.48613472e-04
 -4.55148146e-03  3.08068772e-03 -7.47725833e-04  5.60467318e-03
 -8.04395229e-03  7.73647148e-03  1.40215829e-03  9.22050886e-03
 -4.82955948e-05 -8.56136344e-03  3.70853418e-03 -1.68873335e-03
  5.01325633e-03  1.03068969e-03 -3.18760844e-03 -2.83956039e-03
 -6.55926345e-03  1.17588858e-03 -4.67151916e-03  9.79411975e-03
 -4.60179709e-03  6.81310473e-03  1.61807635e-03  4.42928541e-03
  4.91301622e-03  5.02007362e-03  5.52886818e-03  5.68752503e-03
  3.17407306e-03  5.26762893e-03  1.09701389e-02  7.52188731e-03
 -8.12263926e-04 -1.09073184e-02 -1.16552063e-03  2.91835726e-03]",negative,Misinterpreted contrast or negation.
